timestamp,ip,user,status
2026-01-03 12:00:01,192.168.1.10,admin,FAIL
2026-01-03 12:00:05,192.168.1.10,admin,FAIL
2026-01-03 12:00:10,192.168.1.10,admin,FAIL
2026-01-05 18:20:34,10.0.0.8,user1,FAIL
2026-01-05 18:20:41,10.0.0.15,user1,SUCCESS
2026-01-05 18:20:48,10.0.0.15,user1,FAIL
2026-01-05 18:20:52,10.0.0.8,user1,SUCCESS
2026-01-05 18:20:57,192.168.1.20,user2,SUCCESS
2026-01-05 18:21:00,172.16.0.5,user1,FAIL
2026-01-05 18:21:05,10.0.0.8,test,FAIL
2026-01-05 18:21:13,10.0.0.8,user2,FAIL
2026-01-05 18:21:21,192.168.1.20,guest,FAIL
2026-01-05 18:21:25,192.168.1.10,test,FAIL
2026-01-05 18:21:31,192.168.1.10,root,FAIL
2026-01-05 18:21:37,172.16.0.5,test,FAIL
2026-01-05 18:21:42,192.168.1.10,test,FAIL
2026-01-05 18:21:47,192.168.1.10,guest,SUCCESS
2026-01-05 18:21:55,10.0.0.8,user2,FAIL
2026-01-05 18:21:57,10.0.0.15,root,FAIL
2026-01-05 18:22:05,192.168.1.20,user2,SUCCESS
2026-01-05 18:22:07,192.168.1.20,root,FAIL
2026-01-05 18:22:11,10.0.0.8,test,FAIL
2026-01-05 18:22:16,172.16.0.5,test,FAIL
2026-01-05 18:22:21,10.0.0.15,user2,FAIL
2026-01-05 18:22:27,10.0.0.15,admin,FAIL
2026-01-05 18:22:30,10.0.0.8,test,FAIL
2026-01-05 18:22:36,172.16.0.5,test,FAIL
2026-01-05 18:22:43,192.168.1.20,admin,FAIL
2026-01-05 18:22:51,172.16.0.5,user1,FAIL
2026-01-05 18:22:59,192.168.1.10,user2,FAIL
2026-01-05 18:23:05,10.0.0.8,admin,FAIL
2026-01-05 18:23:12,192.168.1.10,test,FAIL
2026-01-05 18:23:17,10.0.0.8,root,FAIL
2026-01-05 18:23:23,10.0.0.8,test,FAIL
2026-01-05 18:23:26,10.0.0.8,root,FAIL
2026-01-05 18:23:33,10.0.0.15,user2,FAIL
2026-01-05 18:23:40,172.16.0.5,user1,SUCCESS
2026-01-05 18:23:43,10.0.0.15,test,FAIL
2026-01-05 18:23:47,10.0.0.15,root,FAIL
2026-01-05 18:23:54,192.168.1.10,user1,FAIL
2026-01-05 18:24:02,10.0.0.8,root,FAIL
2026-01-05 18:24:04,10.0.0.8,test,FAIL
2026-01-05 18:24:06,10.0.0.15,user1,SUCCESS
2026-01-05 18:24:11,10.0.0.15,root,SUCCESS
2026-01-05 18:24:14,10.0.0.15,user1,FAIL
2026-01-05 18:24:22,192.168.1.10,admin,FAIL
2026-01-05 18:24:30,10.0.0.8,admin,SUCCESS
2026-01-05 18:24:33,10.0.0.15,user2,FAIL
2026-01-05 18:24:36,10.0.0.8,test,SUCCESS
2026-01-05 18:24:39,10.0.0.8,user1,FAIL
2026-01-05 18:24:44,192.168.1.10,test,FAIL
2026-01-05 18:24:46,172.16.0.5,user1,FAIL
2026-01-05 18:24:54,172.16.0.5,user1,FAIL
2026-01-05 18:25:01,10.0.0.8,user1,FAIL
2026-01-05 18:25:06,172.16.0.5,admin,FAIL
2026-01-05 18:25:09,10.0.0.15,admin,SUCCESS
2026-01-05 18:25:11,10.0.0.15,admin,FAIL
2026-01-05 18:25:16,10.0.0.15,user1,FAIL
2026-01-05 18:25:22,10.0.0.15,test,FAIL
2026-01-05 18:25:24,192.168.1.20,test,FAIL
2026-01-05 18:25:31,10.0.0.8,user2,FAIL
2026-01-05 18:25:33,10.0.0.8,guest,FAIL
2026-01-05 18:25:39,192.168.1.20,guest,SUCCESS
2026-01-05 18:25:45,10.0.0.15,user2,SUCCESS
2026-01-05 18:25:51,172.16.0.5,user2,FAIL
2026-01-05 18:25:56,10.0.0.15,user2,SUCCESS
2026-01-05 18:26:00,10.0.0.8,user2,FAIL
2026-01-05 18:26:03,192.168.1.20,user1,SUCCESS
2026-01-05 18:26:11,172.16.0.5,root,FAIL
2026-01-05 18:26:17,172.16.0.5,user2,SUCCESS
2026-01-05 18:26:21,172.16.0.5,user1,SUCCESS
2026-01-05 18:26:28,10.0.0.15,user1,FAIL
2026-01-05 18:26:33,192.168.1.20,test,FAIL
2026-01-05 18:26:37,192.168.1.20,guest,FAIL
2026-01-05 18:26:43,192.168.1.20,user2,FAIL
2026-01-05 18:26:48,10.0.0.15,test,SUCCESS
2026-01-05 18:26:50,10.0.0.15,test,FAIL
2026-01-05 18:26:57,172.16.0.5,guest,FAIL
2026-01-05 18:27:00,172.16.0.5,user2,FAIL
2026-01-05 18:27:05,192.168.1.20,user1,FAIL
2026-01-05 18:27:13,172.16.0.5,user1,SUCCESS
2026-01-05 18:27:18,192.168.1.10,guest,SUCCESS
2026-01-05 18:27:23,172.16.0.5,guest,SUCCESS
2026-01-05 18:27:27,172.16.0.5,admin,FAIL
2026-01-05 18:27:31,172.16.0.5,root,SUCCESS
2026-01-05 18:27:39,192.168.1.20,admin,FAIL
2026-01-05 18:27:44,192.168.1.20,user1,FAIL
2026-01-05 18:27:46,172.16.0.5,root,FAIL
2026-01-05 18:27:54,192.168.1.10,user1,FAIL
2026-01-05 18:27:59,10.0.0.8,guest,SUCCESS
2026-01-05 18:28:01,192.168.1.20,user2,SUCCESS
2026-01-05 18:28:04,192.168.1.20,root,FAIL
2026-01-05 18:28:12,10.0.0.8,admin,FAIL
2026-01-05 18:28:15,10.0.0.15,user1,FAIL
2026-01-05 18:28:20,192.168.1.10,user2,FAIL
2026-01-05 18:28:28,10.0.0.8,user1,FAIL
2026-01-05 18:28:36,172.16.0.5,user2,FAIL
2026-01-05 18:28:39,10.0.0.15,admin,FAIL
2026-01-05 18:28:47,10.0.0.8,guest,FAIL
2026-01-05 18:28:53,10.0.0.8,user2,FAIL
2026-01-05 18:28:59,192.168.1.10,root,FAIL
2026-01-05 18:29:03,192.168.1.20,admin,SUCCESS
2026-01-05 18:29:08,172.16.0.5,user2,SUCCESS
2026-01-05 18:29:10,192.168.1.10,root,FAIL
2026-01-05 18:29:13,172.16.0.5,admin,FAIL
2026-01-05 18:29:16,10.0.0.8,guest,SUCCESS
2026-01-05 18:29:22,10.0.0.8,user1,SUCCESS
2026-01-05 18:29:24,192.168.1.10,user2,FAIL
2026-01-05 18:29:30,10.0.0.8,test,FAIL
2026-01-05 18:29:34,172.16.0.5,root,FAIL
2026-01-05 18:29:37,192.168.1.20,user2,FAIL
2026-01-05 18:29:42,192.168.1.20,user2,SUCCESS
2026-01-05 18:29:45,10.0.0.8,user1,FAIL
2026-01-05 18:29:51,10.0.0.8,admin,FAIL
2026-01-05 18:29:59,172.16.0.5,user1,SUCCESS
2026-01-05 18:30:04,10.0.0.15,guest,FAIL
2026-01-05 18:30:11,172.16.0.5,admin,FAIL
2026-01-05 18:30:16,192.168.1.20,admin,FAIL
2026-01-05 18:30:24,10.0.0.15,user1,FAIL
2026-01-05 18:30:32,172.16.0.5,root,FAIL
2026-01-05 18:30:37,172.16.0.5,user1,FAIL
2026-01-05 18:30:39,10.0.0.8,user2,FAIL
2026-01-05 18:30:43,172.16.0.5,admin,SUCCESS
2026-01-05 18:30:51,172.16.0.5,user1,FAIL
2026-01-05 18:30:53,10.0.0.15,user2,SUCCESS
2026-01-05 18:30:56,192.168.1.10,guest,FAIL
2026-01-05 18:30:59,10.0.0.15,user2,FAIL
2026-01-05 18:31:03,172.16.0.5,root,FAIL
2026-01-05 18:31:05,192.168.1.20,user1,SUCCESS
2026-01-05 18:31:13,192.168.1.10,root,SUCCESS
2026-01-05 18:31:16,192.168.1.20,guest,FAIL
2026-01-05 18:31:22,192.168.1.10,root,FAIL
2026-01-05 18:31:28,172.16.0.5,test,FAIL
2026-01-05 18:31:34,172.16.0.5,user2,FAIL
2026-01-05 18:31:39,10.0.0.8,user2,FAIL
2026-01-05 18:31:47,172.16.0.5,user2,FAIL
2026-01-05 18:31:54,192.168.1.10,user2,SUCCESS
2026-01-05 18:31:56,192.168.1.10,root,FAIL
2026-01-05 18:32:01,192.168.1.10,user2,FAIL
2026-01-05 18:32:05,10.0.0.15,test,FAIL
2026-01-05 18:32:08,192.168.1.10,test,SUCCESS
2026-01-05 18:32:13,10.0.0.8,user2,FAIL
2026-01-05 18:32:20,192.168.1.10,user1,FAIL
2026-01-05 18:32:26,10.0.0.8,user2,FAIL
2026-01-05 18:32:29,192.168.1.20,admin,SUCCESS
2026-01-05 18:32:37,192.168.1.20,guest,FAIL
2026-01-05 18:32:45,172.16.0.5,guest,SUCCESS
2026-01-05 18:32:48,192.168.1.10,guest,FAIL
2026-01-05 18:32:56,172.16.0.5,user2,FAIL
2026-01-05 18:33:03,10.0.0.8,test,FAIL
2026-01-05 18:33:11,10.0.0.8,user2,FAIL
2026-01-05 18:33:16,192.168.1.20,admin,FAIL
2026-01-05 18:33:18,10.0.0.15,root,FAIL
2026-01-05 18:33:25,172.16.0.5,user2,FAIL
2026-01-05 18:33:33,192.168.1.20,guest,FAIL
2026-01-05 18:33:40,172.16.0.5,admin,SUCCESS
2026-01-05 18:33:43,192.168.1.10,test,FAIL
2026-01-05 18:33:46,172.16.0.5,user2,FAIL
2026-01-05 18:33:52,192.168.1.20,root,FAIL
2026-01-05 18:34:00,192.168.1.10,root,FAIL
2026-01-05 18:34:05,192.168.1.20,guest,FAIL
2026-01-05 18:34:09,192.168.1.20,root,FAIL
2026-01-05 18:34:14,172.16.0.5,guest,SUCCESS
2026-01-05 18:34:16,172.16.0.5,admin,SUCCESS
2026-01-05 18:34:21,192.168.1.20,guest,FAIL
2026-01-05 18:34:26,192.168.1.10,user1,FAIL
2026-01-05 18:34:29,172.16.0.5,root,SUCCESS
2026-01-05 18:34:32,10.0.0.8,admin,SUCCESS
2026-01-05 18:34:34,192.168.1.20,admin,FAIL
2026-01-05 18:34:41,172.16.0.5,root,FAIL
2026-01-05 18:34:47,192.168.1.20,user2,FAIL
2026-01-05 18:34:49,192.168.1.20,user2,FAIL
2026-01-05 18:34:57,192.168.1.20,root,FAIL
2026-01-05 18:35:05,10.0.0.15,guest,FAIL
2026-01-05 18:35:11,10.0.0.8,root,FAIL
2026-01-05 18:35:15,192.168.1.20,test,FAIL
2026-01-05 18:35:22,172.16.0.5,test,FAIL
2026-01-05 18:35:25,172.16.0.5,test,SUCCESS
2026-01-05 18:35:30,172.16.0.5,guest,SUCCESS
2026-01-05 18:35:34,192.168.1.10,user1,SUCCESS
2026-01-05 18:35:42,192.168.1.20,admin,FAIL
2026-01-05 18:35:50,172.16.0.5,test,SUCCESS
2026-01-05 18:35:56,192.168.1.10,admin,FAIL
2026-01-05 18:36:00,192.168.1.10,guest,FAIL
2026-01-05 18:36:03,10.0.0.8,test,FAIL
2026-01-05 18:36:05,172.16.0.5,root,SUCCESS
2026-01-05 18:36:08,10.0.0.8,admin,FAIL
2026-01-05 18:36:15,10.0.0.8,admin,FAIL
2026-01-05 18:36:20,192.168.1.10,test,FAIL
2026-01-05 18:36:28,172.16.0.5,test,FAIL
2026-01-05 18:36:35,172.16.0.5,user1,FAIL
2026-01-05 18:36:38,10.0.0.8,admin,FAIL
2026-01-05 18:36:44,10.0.0.15,root,SUCCESS
2026-01-05 18:36:49,10.0.0.15,guest,FAIL
2026-01-05 18:36:53,192.168.1.10,user1,FAIL
2026-01-05 18:36:55,172.16.0.5,user2,FAIL
2026-01-05 18:36:57,10.0.0.15,admin,SUCCESS
2026-01-05 18:37:00,192.168.1.10,user1,FAIL
2026-01-05 18:37:07,192.168.1.10,guest,SUCCESS
2026-01-05 18:37:12,192.168.1.10,admin,FAIL
2026-01-05 18:37:18,192.168.1.10,root,FAIL
2026-01-05 18:37:21,192.168.1.10,test,FAIL
2026-01-05 18:37:25,172.16.0.5,user2,FAIL
